arm,model,exam,battery,qid,pass,n,pass_rate
serena,claude-opus-5,MultiTurnExam,memos-hard,h02,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h03,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h04,6,10,0.600
serena,claude-opus-5,MultiTurnExam,memos-hard,h05,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h06,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h07,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h08,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h09,0,10,0.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h10,6,10,0.600
serena,claude-opus-5,MultiTurnExam,memos-hard,h11,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h12,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h13,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h14,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,h15,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,r01,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,r02,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,r03,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,r04,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos-hard,r05,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q01,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q02,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q03,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q04,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q05,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q06,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q07,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q08,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q09,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q10,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q11,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q12,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q13,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q14,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q15,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q16,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q17,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q18,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q19,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q20,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q21,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q22,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q23,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q24,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q25,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q26,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q27,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q28,9,10,0.900
serena,claude-opus-5,MultiTurnExam,memos,q29,10,10,1.000
serena,claude-opus-5,MultiTurnExam,memos,q30,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h01,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h02,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h03,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h04,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h05,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h06,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h07,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h08,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h09,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h10,3,10,0.300
serena,claude-opus-5,ZeroShotExam,memos-hard,h11,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h12,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h13,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h14,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,h15,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,r01,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,r02,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,r03,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,r04,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos-hard,r05,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q01,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q02,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q03,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q04,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q05,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q06,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q07,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q08,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q09,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q10,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q11,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q12,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q13,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q14,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q15,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q16,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q17,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q18,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q19,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q20,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q21,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q22,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q23,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q24,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q25,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q26,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q27,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q28,7,10,0.700
serena,claude-opus-5,ZeroShotExam,memos,q29,10,10,1.000
serena,claude-opus-5,ZeroShotExam,memos,q30,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h01,8,10,0.800
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h02,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h03,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h04,6,10,0.600
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h05,7,10,0.700
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h06,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h07,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h08,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h09,0,10,0.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h10,7,10,0.700
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h11,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h12,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h13,9,10,0.900
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h14,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,h15,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,r01,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,r02,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,r03,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,r04,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos-hard,r05,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q01,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q02,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q03,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q04,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q05,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q06,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q07,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q08,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q09,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q10,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q11,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q12,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q13,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q14,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q15,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q16,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q17,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q18,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q19,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q20,9,10,0.900
serena,claude-sonnet-5,MultiTurnExam,memos,q21,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q22,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q23,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q24,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q25,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q26,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q27,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q28,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q29,10,10,1.000
serena,claude-sonnet-5,MultiTurnExam,memos,q30,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h01,7,10,0.700
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h02,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h03,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h04,6,10,0.600
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h05,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h06,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h07,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h08,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h09,1,10,0.100
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h10,3,10,0.300
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h11,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h12,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h13,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h14,7,10,0.700
serena,claude-sonnet-5,ZeroShotExam,memos-hard,h15,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,r01,2,10,0.200
serena,claude-sonnet-5,ZeroShotExam,memos-hard,r02,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos-hard,r03,6,10,0.600
serena,claude-sonnet-5,ZeroShotExam,memos-hard,r04,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos-hard,r05,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos,q01,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q02,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q03,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q04,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos,q05,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q06,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q07,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q08,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q09,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q10,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q11,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q12,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q13,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q14,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q15,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q16,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos,q17,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos,q18,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos,q19,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q20,6,10,0.600
serena,claude-sonnet-5,ZeroShotExam,memos,q21,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q22,7,10,0.700
serena,claude-sonnet-5,ZeroShotExam,memos,q23,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q24,9,10,0.900
serena,claude-sonnet-5,ZeroShotExam,memos,q25,8,10,0.800
serena,claude-sonnet-5,ZeroShotExam,memos,q26,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q27,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q28,5,10,0.500
serena,claude-sonnet-5,ZeroShotExam,memos,q29,10,10,1.000
serena,claude-sonnet-5,ZeroShotExam,memos,q30,6,10,0.600
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q01,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q02,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q03,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q04,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q05,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q06,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q07,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q08,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q09,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q10,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q11,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q12,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q13,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q14,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q15,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q16,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q17,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q18,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q19,5,6,0.833
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q20,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q21,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q22,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q23,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q24,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q25,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q26,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q27,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q28,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q29,6,6,1.000
ta-ask-fz-009,claude-fable-5,HumanExam,memos,q30,6,6,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q01,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q02,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q03,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q04,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q05,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q06,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q07,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q08,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q09,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q10,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q11,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q12,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q13,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q14,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q15,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q16,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q17,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q18,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q19,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q20,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q21,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q22,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q23,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q24,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q25,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q26,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q27,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q28,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q29,5,5,1.000
ta-ask-fz-009,claude-fable-5,MultiTurnExam,memos,q30,5,5,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q01,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q02,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q03,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q04,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q05,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q06,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q07,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q08,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q09,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q10,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q11,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q12,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q13,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q14,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q15,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q16,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q17,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q18,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q19,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q20,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q21,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q22,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q23,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q24,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q25,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q26,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q27,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q28,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q29,6,6,1.000
ta-ask-fz-009,claude-fable-5,ZeroShotExam,memos,q30,6,6,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h01,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h02,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h03,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h04,6,10,0.600
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h05,0,10,0.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h06,7,10,0.700
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h07,4,10,0.400
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h08,8,10,0.800
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h09,0,10,0.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h10,0,10,0.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h11,2,10,0.200
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h12,2,10,0.200
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h13,1,10,0.100
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h14,2,10,0.200
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,h15,1,10,0.100
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,r01,4,10,0.400
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,r02,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,r03,6,10,0.600
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,r04,8,10,0.800
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos-hard,r05,9,10,0.900
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q01,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q02,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q03,7,10,0.700
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q04,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q05,9,10,0.900
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q06,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q07,9,10,0.900
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q08,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q09,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q10,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q11,7,10,0.700
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q12,6,10,0.600
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q13,0,10,0.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q14,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q15,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q16,3,10,0.300
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q17,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q18,8,10,0.800
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q19,0,10,0.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q20,8,10,0.800
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q21,7,10,0.700
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q22,6,10,0.600
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q23,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q24,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q25,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q26,8,10,0.800
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q27,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q28,9,10,0.900
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q29,9,10,0.900
ta-ask-fz-009,claude-haiku-4-5,HumanExam,memos,q30,10,10,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h01,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h02,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h03,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h04,6,9,0.667
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h05,8,9,0.889
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h06,7,9,0.778
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h07,3,9,0.333
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h08,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h09,5,9,0.556
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h10,4,9,0.444
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h11,6,9,0.667
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h12,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h13,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h14,2,9,0.222
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,h15,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,r01,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,r02,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,r03,9,9,1.000
ta-ask-fz-009,claude-haiku-4-5,MultiTurnExam,memos-hard,r04,9,9,1.000
